text,label
"«Фонтанка» приглашает на круглый стол «Отделка от застройщика: спрос и предложение». Рынок загородной недвижимости Петербурга и Ленобласти в последние годы находится в состоянии турбулентности. После всплеска спроса во время пандемии и заметного роста в середине 2020-х годов объемы продаж постепенно сходят к допандемийным значениям: по итогам 2025 года было реализовано всего около 4,8 тыс. объектов, что на 37% меньше, чем в предыдущем году и является минимальным уровнем за десятилетие. При этом основная часть спроса (около 85 %) приходится на участки без обязательного подряда.",realty
"В МВД придумали, как делать временную регистрацию в апартаментах",realty
Наш проект: Дворы-колодцы остались в прошлом. Как строят в центре Петербурга,realty
Воспитанные Петербургом. Как найти свое пространство развития в культурной столице,realty
На все готовое: почему для покупки квартиры «ключи сейчас» стали интереснее цены на старте,realty
Развитие новых территорий обсудят в апреле в Петербурге,realty
Кешбэк на уют: как сделать новоселье проще и комфортней,realty
«Фонтанка» приглашает на круглый стол «Инвестиции в недвижимость: куда вкладывать деньги»,realty
В Петербурге стартовал девятый сезон премии «Золотой Трезини». Первая заявка — из Ирака,realty
На миллион «квадратов» и даже больше: как в Петербурге строят самые масштабные ЖК в стране,realty
«Перестали покупать все подряд». Петербургский рынок апартаментов превращается в поле для профессиональных инвесторов,realty
«Фонтанка» приглашает на круглый стол «Самые дорогие метры: бизнес-класс и элитная недвижимость в Петербурге»,realty
10 тысяч участников и 800 спикеров: в Петербурге пройдет юбилейный жилищный конгресс,realty
"Оставь ключи и уходи. Правда ли, что ипотечную квартиру нельзя сдавать без разрешения банка?",realty
"Итоги 2025: DOGMA нарастила выручку, вошла в ТОП-3 застройщиков России и сдала более 6 000 квартир",realty
Выручка крупнейших застройщиков в России превысила 2 триллиона рублей в 2025 году,realty
Наш проект: От мебели до диффузора. В Петербурге маркетплейс ввёл бонусы для новосёлов,realty
«Фонтанка» приглашает на круглый стол «От замещения к конкуренции: как работает мебельный бизнес в 2026 году»,realty
«Фонтанка» приглашает на круглый стол «Самые дорогие метры: бизнес-класс и элитная недвижимость в Петербурге»,realty
12 марта — Круглый стол «Отделка от застройщика: спрос и предложение»,realty
3 марта — Круглый стол «Инвестиции в недвижимость: куда вкладывать деньги»,realty
25 марта — Круглый стол «Загородная недвижимость накануне сезона: что и где покупают и строят весной»,realty
«Фонтанка» приглашает на круглый стол «Ипотека против рассрочки: как девелоперы переживают начало года»,realty
Наш проект: В Петербурге новоселы могут получить кешбэк на обустройство квартиры,realty
Наш проект: Маркетплейс в Петербурге ввел систему бонусов для новоселов,realty
Эксперты: доходная недвижимость «переупаковывается» в премиум-класс в ответ на запрос покупателей,realty
Петербургский застройщик пообещал кэшбэк новоселам,realty
«Фонтанка» приглашает на круглый стол «От замещения к конкуренции: как работает мебельный бизнес в 2026 году»,realty
«Фонтанка» приглашает на круглый стол «Самые дорогие метры: бизнес-класс и элитная недвижимость в Петербурге»,realty
В Курортном районе Петербурга в 2026 году запустят минимум шесть новых девелоперских проектов,realty
Кто из строителей готовится к жесткой посадке на 100 миллиардов,realty
«Понимая ответственность перед дольщиками». Девелопер «Самолет» обратился с просьбой о господдержке в 50 млрд рублей,realty
Январский рекорд: россияне взяли ипотеку на 430 млрд рублей,realty
Новости компаний,realty
«Фонтанка» приглашает на круглый стол «Ипотека против рассрочки: как девелоперы переживают начало года». И что будет со льготными кредитами из-за изменения условий,realty
"Город для жизни, а не для галочки: зачем Петербургу новые общественные пространства. За последние годы на намывных территориях Васильевского острова произошло много перемен — за ними лично наблюдал корреспондент «Фонтанки», который волею судеб живёт здесь с момента сдачи первого жилого комплекса.",realty
Конституционный суд признал апартаменты почти квартирами,realty
Конституционный суд разрешил официальную регистрацию по месту пребывания в апартаментах — как в обычных квартирах,realty
«Ведомости»: РЖД готовятся выставить на торги офисы в Moscow Towers за 220 миллиардов,realty
«Фонтанка» приглашает на круглый стол «Готовые квартиры VS старт строительства: что покупают сегодня»,realty
"Как выбрать квартиру, чтобы вернуть часть цены на покупку мебели",realty
"Пара игрунок из Лензоопарка могла бы воспользоваться семейной ипотекой с 1 февраля. Проверьте, сможете ли вы",realty
Квартира плюс уют: как получить кешбэк на обустройство нового дома,realty
Пять волн спроса за три года: как ипотека меняла рынок новостроек Петербурга в 2023–2025 годах,realty
«Фонтанка» приглашает на круглый стол «Ипотека против рассрочки: как девелоперы переживают начало года»,realty
«Фонтанка» приглашает на круглый стол «Готовые квартиры VS старт строительства: что покупают сегодня»,realty
ВТБ: ипотечный рынок в 2026 году может вырасти на четверть,realty
Каждый третий ипотечный заемщик в 2025 году использовал материнский капитал,realty
Дефицит откладывается: почему в Петербурге пока хватает нового жилья,realty
Сократить забег. Почему покупатели жилья все чаще готовы доплачивать за экономию времени,realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
От паузы к новым стартам: чего ждать рынку новостроек в 2026 году,realty
Не отдавайте деньги просто так. Как забрать у государства до 650 тысяч после покупки квартиры,realty
Спрос на ипотеку в декабре стал рекордным за пять лет,realty
Минобороны Финляндии рассказало о попытке россиянина купить недвижимость в Сипоо,realty
Зима как повод для прогулки: почему холода и плохая погода перестали мешать жителям новостроек,realty
"Без рывков, но и без провалов: сколько жилья построили в Петербурге и Ленобласти",realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
Россияне ринулись за семейной ипотекой перед ужесточением правил. Есть ли в этом смысл?,realty
Что будет с ценами на жилье в Петербурге и ипотекой в 2026 году,realty
"Вброс или «коррекция» — что на самом деле творится с семейной ипотекой в России, спросили экспертов",realty
Крупнейшие банки опровергли слухи о приостановке приема заявок на льготную ипотеку,realty
Из пены морской и песка. Что изменилось за пять лет на намыве Васильевского острова,realty
Петербург стал лидером по росту стоимости аренды жилья: однушки подорожали на 18%,realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
В России отменят мораторий на штрафы для застройщиков. Но не совсем,realty
Апокалипсис или оптимизация? Что ждет центральные улицы Петербурга,realty
Наш проект: В новый год — с новой квартирой. Как ИИ поможет найти жилье мечты,realty
Наш проект: Не все апартаменты «одинаково полезны». Разбираем ошибки начинающих инвесторов,realty
Росреестр — всё. Служба учета и контроля недвижимости ушла на новогодние каникулы,realty
Смольный купил в «Невской Ратуше» еще два корпуса. Это рекордная сделка,realty
Между ставкой и рассрочкой: как покупатели и застройщики искали баланс в 2025 году,realty
Трущобная экономика. Кто заплатит за переезд из аварийного жилья,realty
На все готовое: кто и как покупал жилье в новостройках в 2025 году,realty
Новости компаний,realty
"В Петербурге продали почти на четверть меньше новых квартир, чем годом ранее. Для этого добавили фильтр, который поможет найти квартиру с доступной средой",realty
"Люди на колясках смогут выбрать подходящее жилье. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"В России прогнозируют спад ввода жилья на 15%. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"ВТБ планирует продать свои корпуса «Невской ратуши» в 2026 году. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"Выручка застройщиков в Петербурге и Ленобласти снизилась на 8% за 11 месяцев — до 452,2 млрд рублей. Правда ли, что все комфортные жилые комплексы, как счастливые семьи у Толстого, похожи друг на друга? Отчасти это, наверное, так. В то же время всегда есть индивидуальный почерк девелопера — стандарты, сложившиеся за годы работы.",realty
"Наш проект: Как искусственный интеллект ищет петербуржцам жилье. Правда ли, что все комфортные жилые комплексы, как счастливые семьи у Толстого, похожи друг на друга? Отчасти это, наверное, так. В то же время всегда есть индивидуальный почерк девелопера — стандарты, сложившиеся за годы работы.",realty
«Кембриджскую школу» окончательно выселяют из «дворца» на Мебельной,realty
«Повзрослел» и стал требовательнее: как изменился портрет покупателя жилья в Петербурге за два года,realty
«Фонтанка» приглашает на круглый стол «Город для людей: как создаются лучшие общественные пространства в Петербурге»,realty
"Самая доступная ипотека по 6% на Кавказе, а в Петербурге она светит лишь каждому десятому",realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
"Куда вложить деньги: что учесть, выбирая апарт-отель в Петербурге",realty
«Заказчик хочет искусства». Почему ремонт квартир и дизайн интерьеров заставляют людей нервничать,realty
"«Делаем одно и то же, но вразнобой»: почему строительной отрасли не хватает кадров",realty
Наш проект: Будущее «Крестов». Голосуй за лучшее название нового общественного пространства,realty
Здание первого Ленинградского телецентра на Академика Павлова приобрел гостиничный девелопер «Академия»,realty
В Петербурге вырос спрос на квартиры с предчистовой отделкой,realty
"Жизнь на паузе. Рынок коммерческой недвижимости готовится к тому, что «2026 год станет годом наблюдений»",realty
Наш проект: 4 причины искать квартиру за пределами Петербурга,realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
«Ъ»: Минстрой предложил продлить «льготные каникулы» для застройщиков,realty
"Глава комитета ГД по строительству: ставки по ипотеке снизятся через год-полтора, в этом нет сомнений",realty
Ипотечный спад: выдача жилищных кредитов в России за год сократилась на 21%,realty
"Наш проект: Лес, озера, красный кирпич. Какое жилье строят в пригороде Петербурга",realty
"Домик в Азии, а не в Европе. Где россияне покупают недвижимость за границей",realty
"Цены выросли — и будут расти. Почему жилье в Петербурге дорожает быстрее, чем в Москве",realty
Наш проект: Похоже на частный дом — но со всеми удобствами. Зачем в Петербурге строят сити-хаусы,realty
"В ноябре продажи новостроек выросли на 30%, доля ипотечных сделок — до 59%",realty
На Северо-Западе инвестиции в коммерческую недвижимость сократились вдвое,realty
Эксперты фиксируют сезонный спрос на новостройки перед Новым годом,realty
Ипотека дорогая — застройщики идут на уступки,realty
"200 дней холодов: почему современные дома греют лучше, чем раньше",realty
"Стало известно, сколько россиян могут накопить на первоначальный взнос по ипотеке",realty
"Где жить, если не хочется выбирать между тишиной леса и привычным ритмом города",realty
«Фонтанка» приглашает на круглый стол: «Гибкий подход: как прошел 2025 год на рынке апартаментов»,realty
Вблизи Юкков построят новую школу и два детских садика,realty
Новый взгляд на пригород: 4 причины искать квартиру за пределами мегаполиса,realty
"Наш проект: В Ленобласть зашел застройщик из Краснодара. Посмотрите, как он строит",realty
Школу с уклоном в IT достроили в Кудрово — она откроется в 2026 году,realty
Наш проект: Следы динозавра в песочнице. Где создают интересную развивающую среду для детей,realty
Новости компаний,realty
"Где петербуржцы ищут жилье «как в городе, но лучше». Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"Наш проект: Если хочется близости к земле. Что такое сити-хаусы. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"Наш проект: Деньги — в банке, подрядчики — в реестре. Что изменилось в строительстве загородных домов. Кронштадт — город-крепость, это скажет любой школьник. Мы же добавим: а еще — точка отсчета больших географических открытий, научных достижений и прорывных технологий. О них расскажем в материале, а заодно выясним, влияет ли «гений места» на современную жизнь острова.",realty
"Наш проект: Застройщики берут на себя часть ипотеки. Как покупать жилье сейчас. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"«Фонтанка» приглашает на круглый стол «Лидеры о главном: итоги года на рынке недвижимости». Цель проекта — отметить тех, кто задает тренды и стандарты работы в отрасли",realty
"Жилье «как в городе, но лучше» — где его ищут петербуржцы. Петербуржцы все чаще ищут жилье «как в городе, но лучше». Им нужны простор, хорошая экология, меньше трафика — но при этом они не хотят потерять городской комфорт. Жилой квартал «Загляденье», который строит компания Л1 в поселке Новоселье, предлагает именно такой формат.",realty
"«Фонтанка» приглашает на круглый стол «Соседское сообщество: как оживают новые кварталы Петербурга». Согласно опросам «Дом.рф», 51% россиян считает жилье лучшим видом вложений. Это осязаемый актив, который обеспечивает стабильный пассивный доход и защищает от инфляционных рисков.",realty
"Розничное кредитование в России в 2026 году может вырасти на треть, ипотека — на четверть. Правда ли, что все комфортные жилые комплексы, как счастливые семьи у Толстого, похожи друг на друга? Отчасти это, наверное, так. В то же время всегда есть индивидуальный почерк девелопера — стандарты, сложившиеся за годы работы.",realty
