text,label
"Рынок новостроек Петербурга переживает кризис, но уже испытывает дефицит предложения. Девелоперы теряют маржу на банковских процентах, но продолжают запускать проекты. Покупателей меньше, но лучшие квартиры всё равно находят своих владельцев. Генеральный директор ГК ""Ленстройтрест"" Денис Заседателев рассказал ""Деловому Петербургу"" о том, почему 2025 год нужно было пережить, а 2026-й — использовать.",realty
"Застройщик ""Вита"" возведёт около 50 тыс. м2 индустриальной недвижимости формата light industrial в Шушарах, сообщил ""Ъ Северо-Запад"" со ссылкой на данные Госстройнадзора.",realty
"О том, зачем жилые застройщики выходят на рынок коммерческой недвижимости, новых сегментах и перспективах жилой отрасли ""ДП"" поговорил с основателем девелоперской компании Bau City Development Кириллом Сиволобовым.",realty
"Трибуна ""ДП"" — специальный проект ""Делового Петербурга"", посвящённый пяти важнейшим событиям месяца для бизнес–сообщества. Это ежемесячный топ–5 главных деловых новостей как регионального, так и федерального масштаба, которые комментируют в авторских колонках пять известных топ–менеджеров Петербурга. Он позволяет по–новому взглянуть на самые актуальные и значимые темы для предпринимателей, а также обратить внимание на проблемы, которые волнуют бизнес.",realty
Совладелец Fizika Development Александр Кравцов выходит на рынок коммерческой недвижимости Петербурга.,realty
"Когда на рынке строящегося жилья в Петербурге называют ""среднюю цену квадратного метра"", обычно создаётся иллюзия, что речь идёт об одной и той же величине. На практике это не так: рынок одновременно живёт в ценах витрины, в ценах регистраций и в ценах фактических расчётов. Поэтому расхождение в 10–12%, а иногда и больше, — не ошибка и не чей-то злой умысел, а следствие разных методик.",realty
"В Петербурге за последние 3 года количество разрешений на строительство сократилось с 230 до 176, на 23%, согласно данным ЕИСЖС.",realty
Аукцион на право аренды форта Батарея Северная №6 в Кронштадте признан несостоявшимся: желающих не нашлось даже при стартовой цене 1 рубль в год.,realty
"Рынок высокобюджетной аренды Петербурга вышел из зимней паузы: в феврале 2026 года предложение выросло на 7% к декабрю 2025 года, спрос — на 15% к январю. Такие данные приводит Intermark Real Estate в отчёте по рынку.",realty
"Министерство обороны Финляндии заблокировало шесть сделок с недвижимостью покупателям из России, Китая, Канады и Узбекистана.",realty
"Москва давно живёт в ритме МФК. Десятки многофункциональных комплексов стали там привычной частью делового ландшафта — офисы, жильё, торговля и сервисы под одной крышей воспринимаются как норма, а не исключение. Петербург до последнего времени оставался в стороне от этого тренда.",realty
"Разработчик технологий автономного вождения и беспилотных автомобилей Navio арендовал около 700 м2 в бизнес-центре класса А ICON на улице Марата, 69-71, сообщили ""ДП"" в компании Bright Rich | CORFAC International, которая сопровождала сделку.",realty
"Ленинградская область заняла седьмое место среди регионов России по средней площади продаваемых частных домов, сообщили в пресс-службе ""Яндекса"".",realty
"В пригородах Петербурга по итогам 2025 года зафиксировали рекордный объём ввода малоэтажного жилья — почти 300 тыс. ""квадратов"", или 7 тыс. квартир, сообщили в NF GROUP. По сравнению с 2024–м показатель увеличился в 2,6 раза по площади и в 2,4 раза по количеству лотов. Средняя цена 1 м2 выросла на 16% за год и приблизилась к 250 тыс. рублей.",realty
"""Дом.РФ"" получает для продажи всё новые здания, хотя может испытывать сложности с реализацией уже изъятых объектов.",realty
"Краснодарская AVA Group продаст свой участок в Петербурге, не приступив к реализации проекта.",realty
"Краснодарский девелопер AVA Group продаст свой участок в Петербурге, выяснил ""Деловой Петербург"".",realty
"Градостроительный совет Ленинградской области рассмотрел обновлённую концепцию застройки квартала 05-02 в Новосаратовке — одну из площадок ЦДС на этой территории. Девелопер переработал проект под формат договора о комплексном развитии территории, предусматривающего более жёсткие обязательства по инфраструктуре в обмен на упрощённое согласование параметров застройки.",realty
"В Невском районе Петербурга разрешили демонтаж здания бывшего Научно-исследовательского центра ракетных войск и артиллерии (НИЦ РВиА) на Хрустальной улице, 1. Как сообщили активисты, соответствующее решение принял второй апелляционный суд 26 марта 2026 года.",realty
"Плавучий композитный док ""Паллада-50"" проекта 19371, принадлежавший обанкротившемуся ЦКБ ""Нептун"", выставили на торги в Петербурге, сообщают ""Ведомости Северо-Запад"".",realty
"На протяжении последних нескольких лет эксперты рынка недвижимости отмечают высокую динамику развития Янино. Локация привлекает девелоперов, а также новые категории покупателей. В последние 5 лет существенно изменилось качество предлагаемых проектов — и, судя по последним анонсам, кардинально трансформируется подход к созданию продукта, повышению его эксклюзивности.",realty
"В Петербурге и Москве больше всего молодежи, живущей отдельно от родителей, пишут ""Известия"".",realty
"Градозащитники направили жалобу в Верховный суд России по делу о защите Кокоревских складов. Информация об этом появилась в telegram-канале ""SOS СПб СНОС"" 25 марта.",realty
"Демонтаж здания Всесоюзного НИИ целлюлозно-бумажной промышленности (ВНИИБ) в Выборгском районе Петербурга проводился с нарушениями, заявила уполномоченный по правам человека в городе Светлана Агапитова на заседании петербургского парламента 25 марта.",realty
"Власти Петербурга планируют защитить от застройки кладбище первостроителей Петербурга в Петроградском районе, отметила в Законодательном собрании уполномоченный по правам человека Светлана Агапитова.",realty
"В Петербурге в феврале объём ипотечного кредитования на покупку жилья снизился на 46%, сообщили в Объединённом кредитном бюро.",realty
"Продавцы вторичной недвижимости в Петербурге в I квартале 2026 года снизили стоимость жилья в 35,5% объявлений, по данным сервиса ""Яндекс Недвижимость"".",realty
"Юникредит банку отказали в обращении взыскания на аутлет ""Fashion house шереметьево"" из–за связей с Европой",realty
"Компания ""Аквилон"" приобрела у ""Лидер Групп"" участок для строительства жилья в Шушарах",realty
"Компания ""Альфа Фаберже"" привлекла соинвестора для завершения строительства ЖК Meltzer Hall на Петроградской стороне.",realty
"Новым владельцем проекта жилого комплекса ""Солар парк"" на Школьной улице в Шушарах стала ""Группа Аквилон"", выяснил ""ДП"".",realty
Квартиру бывшего депутата парламента Финляндии Ано Туртиайнена в городе Миккели конфисковали из-за задолженности на сумму около 2500 евро.,realty
"Круглый стол ""В процессе падения. Итоги I квартала 2026 года на рынке жилой недвижимости Петербурга"" состоится 31 марта в пресс-центре ""Делового Петербурга"" (Инструментальная ул., 8). Начало в 15:00.",realty
"В Петербурге в преддверии дачного сезона на 10-20% подорожала аренда дачных домов и коттеджей в эконом-сегменте и на 25-50% в сегменте ""бизнес"" и ""премиум"", пишет ""Ъ-СПб"".",realty
"В Петербурге с 2021 года средняя стоимость сделки на рынке новостроек выросла в два раза до 11,29 млн рублей, сообщили в ""Циане"".",realty
Доля партнёрских продаж в новостройках Петербурга и пригородов выросла с 40% в 2020 году до 60–65% в 2025–м. При этом ставка комиссионного вознаграждения (КВ) поднялась с 2–3% до 5–6% — рекордного значения за весь период наблюдений.,realty
"В индустриальном парке ""Киевское-95"" завершили строительство первого корпуса многофункционального комплекса light industrial, сообщили в пресс-службе комитета по промышленной политике, инновациям и торговле (КПИИТ).",realty
"В Петербурге ставка комиссионного вознаграждения агентов на рынке новостроек поднялась с 2–3 до 5–6% — рекордного значения за весь период наблюдений, говорят опрошенные ""ДП"" эксперты.",realty
"В Петербурге здание Дома быта на Лермонтовском проспекте, который планируют снести ради будущего выхода станции метро ""Театральная"", оценили в 419 млн рублей.",realty
"В Петербурге на площадке ""Экспофорума"" при поддержке Минстроя РФ с 13 по 17 апреля пройдёт Всероссийский жилищный конгресс.",realty
"На форуме недвижимости ""Движение"", который пройдёт на территории курорта ""Роза Хутор"" в Сочи с 16 по 19 июня 2026 года, впервые представят масштабный блок, посвящённый трендам в офисной, складской и торговой недвижимости.",realty
"Верховный суд России рассмотрит иск супружеской пары из Петербурга к властям Финляндии с требованием выкупить их недвижимость на территории страны, сообщили в пресс-службе суда.",realty
"На Лиговском проспекте в Петербурге начался снос зданий комплекса Кокоревских складов, передаёт telegram-канал ""SOS СПб СНОС"".",realty
"ГК ""Место"" получила земельный участок в Гафурийском районе Республики Башкортостан для реализации проекта загородного всесезонного курорта с акватермальной инфраструктурой. Право десятилетней аренды участка площадью 11,73 га компания выиграла на торгах.",realty
"Четыре торговых центра планируется ввести в 2026 году в Петербурге, сообщает международная консалтинговая компания Nikoliers.",realty
"В новостройках Петербурга не распродано более 60% жилья, пишут ""Известия"" со ссылкой на ""Движение.ру"" и ""Этажи"".",realty
"Смольный получил рекордное число обращений, касающихся включения в реестр недвижимости, налог на которую рассчитывается по кадастровой стоимости",realty
На Петровском острове анонсирована жилая застройка одного из последних оставшихся свободных участков.,realty
"Смольный выводит на рынок аренды свою недвижимость в бывшем здании ""ЧВК Вагнер центр"" в Невском районе",realty
"На Петровском острове в Петербурге специализированный застройщик ""Петровский 20"" согласовал в КГИОП проект жилого комплекса.",realty
"На российском рынке недвижимости пересматривают стоимость услуг онлайн-площадок из-за роста операционных затрат, инфляции и инвестиций.",realty
Завод радиоаппаратуры Redstar Software в Красногвардейском районе продали в рамках банкротной процедуры. Ключевым собственником компании был лидер хакерской группировки.,realty
"В Петербурге число претендентов на покупку ипотечных квартир банкротов сократилось до одного-трёх человек, сообщили ""ДП"" аналитики.",realty
"В Петербурге за год число сделок ДДУ на первичном рынке недвижимости выросло на 4,2%, по данным сервиса ""Пульс Продаж Новостроек"" и ""Яндекс Недвижимость"".",realty
"В Восточной Финляндии цены на индивидуальные частные дома и коттеджи настолько упали, что их перестали принимать на реализацию.",realty
"Ленинградская область вошла в топ-3 регионов по запуску новых жилых проектов в начале 2026 года, увеличив объём на 119% по сравнению с годом ранее. Такие данные приводит платформа ""Движение.ру"" на основе информации ЕИСЖС.",realty
На фоне активного ввода новых складских комплексов и снижения деловой активности арендаторов доля свободных площадей резко выросла.,realty
Смольный разрешил столкнувшейся с проблемами ГК Seven Suns Development запустить проект в Шушарах.,realty
"Здание бывшего завода эмалированной посуды в Центральном районе Петербурга снова отказались признавать памятником, сообщили в КГИОП.",realty
"Почти двадцать лет Дом купца Злобина на Большой Подьяческой улице в Коломне был лишь предметом обсуждений о необходимости восстановления здания. Сегодня на объекте культурного наследия, который расположен на первой линии канала Грибоедова, ведутся работы по сохранению его исторического облика.",realty
"В Петербурге покупатели недвижимости продолжают выбирать небольшие квартиры из-за высоких цен на жильё, пишут ""Известия"" со ссылкой на участников рынка.",realty
"Московский оператор сервисных офисов ASPACE открывает первое пространство в историческом центре Петербурга, стало известно ""ДП"".",realty
"Средняя стоимость ""квадрата"" на вторичном жилье в Петербурге в феврале снизилась на 1% до 249 тыс. рублей после январского роста на 0,8%, сообщили в тематическом поиске Яндекса по квартирам",realty
"Рынок новостроек Санкт-Петербурга в феврале просел, но не так существенно, как предполагали аналитические центры.",realty
"Российские арендодатели смогут оформить страховку онлайн при сдаче жилья в аренду посуточно, рассказали ""ДП"" в ""Авито Путешествиях"".",realty
"В России в начале 2026 года на 3,4%, до 44,5 м2, сократилась средняя площадь продаваемых квартир в новостройках, пишет ""Ъ-СПб"".",realty
"В Хельсинки обострилась проблема с пустующими зданиями бывших больниц, содержание которых обходится городу в миллионы евро.",realty
"В Госдуму РФ внесён законопроект, позволяющий гражданам, признанным банкротами, оставить себе часть денег после продажи взятого в ипотеку жилья. Согласно документу , одна десятая часть средств, вырученных от реализации единственной ипотечной квартиры должника, будет сохраняться за ним.",realty
"Народная артистка РФ Лариса Долина пообщалась журналистами после XXVI фестиваля ""Триумф джаза"" в Петербурге. В частности, она рассказала о поддержке в период споров за квартиру и заявила, что всё произошедшее показало истинное лицо людей, сообщает 78.ru.",realty
"В Петербурге 18 марта вынесли на общественные обсуждения материалы экспозиции по проекту планировки двух небоскрёбов ""Лахта-2"" и ""Лахта-3"". Информация опубликована на сайте КГА.",realty
"Бизнес–центр ""Тусар"" на улице Красного Курсанта сменил владельца. Инвестиции в офисы сохраняются на высоком уровне.",realty
"Краснодарская группа ""ССК"" приобрела у ЦДС уже второй проект жилой застройки в Ленобласти. Он в 3 раза больше первого.",realty
"Опасения жителей Петергофа по поводу высотной застройки рядом с Нижним парком оказались слухами. Эту информацию опроверг комитет по государственному контролю, использованию и охране памятников (КГИОП).",realty
"По итогам рейтинга регионов России по потребительским качествам жилых комплексов Петербург занял лишь 4-е место, уступив не только Москве, но и регионам Урала. Это следует из нового рейтинга, опубликованного ЕРЗ.",realty
"В последние годы интерес потенциальных покупателей жилья отчётливо сместился в сторону ЖК, расположенных в окрестностях Петербурга — цена за квадратный метр там ниже, а уровень комфорта не уступает городскому.",realty
Минфин готов поднять потолок семейной ипотеки для больших квартир. Это даст стимул застройщикам вводить поменьше студий и однушек.,realty
"В Петербурге в феврале 2026 года с учётом первоначального взноса по ипотеке 20% и средней стоимости м2 322 тыс. рублей можно купить квартиру площадью 43,4 м2, по данным Dataflat.ru.",realty
"Муниципалитет Кангасниеми, расположенный в Восточной Финляндии, решил провести первую в стране ярмарку заброшенного жилья — Autiotalojen Аsuntomessut, но столкнулся с противодействием из-за названия мероприятия.",realty
"Согласован внешний вид домов на трёх участках второй очереди города-спутника ""Южный"", сообщили в комитете по градостроительству и архитектуре (КГА).",realty
"Дому Москвы в Риге, конфискованному властями Латвии у России, не смогли найти покупателя на восьми аукционах.",realty
"Петербург вошёл в число регионов России, в которых за 2025 год подешевели комнаты, рассказали в федеральном портале ""Мир квартир"".",realty
"Жительницу Петербурга признали виновной в мошенничестве с землёй в Ленинградской области, об этом сообщили в прокуратуре 47-го региона.",realty
"Ввод дома в эксплуатацию — событие, которое дольщик ждёт годами. Но получить ключи в тот же день не получится: между актом ввода и фактической передачей квартиры проходит ещё несколько месяцев. Это не сбой, а устроенный процесс — с внутренней логикой, графиками и своей очерёдностью.",realty
"На территории бывшего кинотеатра ""Буревестник"" на улице Подвойского, 38 в Петербурге могут построить многоквартирные жилые дома, считают опрошенные ""ДП"" эксперты.",realty
"Доля расходов на аренду в бюджете россиян сократилась до 34%, пишут ""Ведомости"" со ссылкой на сервис ""Циан"".",realty
"Петербург вошёл в топ городов России по востребованности ипотеки у старшего поколения, сообщает РИА Новости со ссылкой на данные ""СберАналитики"".",realty
"Крупный российский застройщик ""Брусника"" покупает у ГК ФСК две площадки в Петербурге, пишет ""Ъ"" со ссылкой на источники на рынке недвижимости.",realty
"Миллиардер Оксана Кравцова продаёт бывший кинотеатр ""Буревестник"" в Невском районе. Теоретически на его месте можно построить жильё.",realty
"Февраль 2026 года оказался одним из самых слабых месяцев за последние годы для первичного рынка жилья. И если часть экспертов ожидают восстановления уже в марте, то другая часть — в конце лета.",realty
Мэр Вильнюса Валдас Бенкунскас отчаялся снести Дом Москвы — недостроенное здание в центре литовской столицы.,realty
"Ситуация на рынке коммерческой недвижимости усложняется, но стабильность вместе с деловой активностью сохраняются во всех сегментах. Участники рынка подвели итоги 2025 года и представили прогнозы на 2026-й на ежегодной конференции ""Делового Петербурга"", посвященной рынку коммерческой недвижимости.",realty
"В России не намерены отказываться от программы семейной ипотеки, с таким заявлением выступил на форуме партии ""Единая Россия"" вице-премьер РФ Марат Хуснуллин.",realty
"Группа ЛСР перенесла сроки завершения двух проектов на территории санатория ""Сестрорецкий курорт"" в Курортном районе Петербурга.",realty
"В Петербурге и Ленобласти за год стоимость продажи малоформатной производственно-складской недвижимости выросла до 64 тыс. рублей за ""квадрат"" или на 2% за год, сообщили в консалтинговой компании NF GROUP.",realty
Девелоперская компания STAVNI Александра Свинолобова выкупила 35-процентную долю в проекте строительства жилого комплекса с объёмом инвестиций 30 млрд рублей в Выборгском районе Петербурга.,realty
"В Петербурге за февраль 2026 года освободили 43 помещения, которые были заняты незаконно, рассказали в пресс-службе городского комитета по контролю за имуществом (ККИ).",realty
"Стоимость квадратного метра в новостройках Петербурга в феврале 2026 года составила 331 тыс. рублей, рассказала ""ДП"" команда тематического поиска ""Яндекса"" по квартирам",realty
"По данным IBC Real Estate , к концу 2025 года совокупный объём готовых площадей light industrial в Петербурге и Ленобласти составил 83 тыс. м2. Nikoliers фиксирует чуть больше — 84 тыс. м2. Для сравнения: это около 1,3% от общего складского предложения агломерации. Рынок по существу только формируется.",realty
"Дело концерна ""Питер"" имеет особое значение для рынка коммерческой недвижимости Петербурга, так как решение по нему определяет критерии включения объектов в специальный перечень, рассказали ""Деловому Петербургу"" юристы.",realty
"Почти каждая новостройка в России сдаётся с дефектами — и это уже не исключение, а норма рынка, пишут ""Известия"". За 3 года мораториев на штрафы для застройщиков качество приёмки жилья фактически перестало быть экономически значимым для девелоперов.",realty
"Группа компаний ""ПСК"" приобрела участок площадью 1,24 га в районе пересечения улиц Фучика и Софийской, стало известно ""ДП"".",realty
"Здание Дворца Культуры им. С.М.Кирова на Большом пр. В.О., 83, передадут образовательному фонду ""Талант и Успех"", стало известно ""ДП""",realty
"Корпуса бывшего Гипрогора на Бассейной улице в Петербурге планируют выставить на аукцион с начальной ценой около 387 млн рублей, сообщил ""Ъ Северо-запад"".",realty
В Правилах землепользования и застройки нашли расхождение с Градостроительным кодексом РФ.,realty
"Егор Молчанов вышел из состава акционеров ПАО ""Группа ЛСР"". Он продал пакет акций в размере 15,9% уставного капитала компании.",realty
"Проект строительства двух новых бизнес-центров в Московском районе Петербурга одобрили на заседании Градостроительного совета при правительстве города, рассказали в пресс-службе Смольного.",realty
В государственную собственность планируют изъять бывший доходный дом Тона в Адмиралтейском районе Петербурга. Соответствующее постановление правительства города проходит антикоррупционную экспертизу.,realty
"В феврале доля рыночной ипотеки в Петербурге превысила 45%, согласно исследованиям ""Домклик"".",realty
"В Петроградском районе Петербурга начали сносить нелегальный ресторан, рассказали в пресс-службе городского комитета по контролю за имуществом (ККИ).",realty
"Верховный суд пересмотрит отказ для россиян в праве судиться с Финляндией, указано в картотеке судебных дел.",realty
"Компания ""Симэкс"" приобрела 1,5 тыс. м2 в строящемся комплексе формата light industrial на территории индустриального парка ""Киевское-95"" компании ""Факт Пром"". Об этом ""ДП"" сообщил консультант сделки — компания Bright Rich | CORFAC International.",realty
"Рынок новостроек Петербурга и Ленинградской области резко остыл после всплеска спроса в конце 2025-го и начале 2026 года. Покупатели стремились успеть оформить сделки до ужесточения условий льготной ипотеки в феврале, что привело к краткосрочному ажиотажу.",realty
"В Хельсинки дом, построенный в престижном районе, оказался невостребованным, большая половина квартир остались пустыми, пишет Yle.",realty
"Реконструкция Копорского шоссе за 748 млн рублей в Сосновом Бору Ленинградской области сорвалась. Как следует из данных сайта госзакупок, тендер отменили.",realty
"В финском городе Иматра, расположенном рядом с российской границей, решили снести три многоквартирных дома.",realty
"Частично снесённый торговый центр возле метро ""Приморская"" должны убрать к середине апреля, сообщили в ГАТИ.",realty
"Объявлен конкурс на реставрацию почтовой станции XIX века в Ломоносовском районе Ленобласти, следует из данных сайта госзакупок.",realty
Случай с аннулированием сделки по продаже объекта недвижимости в Нарве россиянину стал первым таким примером в Эстонии.,realty
"В Петербурге снесли кафе ""Айо"" на Инженерной улице, основанное ресторатором Эдуардом Мурадяном, сообщили в пресс-службе комитета по контролю за имуществом (ККИ).",realty
"Переезд из однокомнатной квартиры в двухкомнатную в Ленинградской области обходится в 12,3 среднемесячных зарплат, что эквивалентно примерно 1 году дохода, сообщили ""ДП"" в тематическом поиске ""Яндекса"" по квартирам.",realty
"В Петербурге запущена обновлённая классификация бизнес–центров. В стадии разработки — альтернативная. ""ДП"" разбирался, чем они отличаются друг от друга и зачем нужны.",realty
Государственную кадастровую оценку зданий и помещений проведут в Петербурге в 2027 году. Соответствующий приказ комитета имущественных отношений (КИО) проходит антикоррупционную экспертизу.,realty
"Назначенные на сегодня, 4 марта, торги по продаже национализированного год назад портфеля складской недвижимости, принадлежавшей Raven Russia, не состоялись из-за отсутствия заявок.",realty
"Эстонские власти отменили сделку по продаже объекта в Нарве гражданину России, который проживает в Эстонии с 1990-х годов.",realty
"Чего ждут девелоперы от предстоящего года, какие инструменты и решения используют в работе, ""ДП"" рассказала заместитель председателя совета директоров холдинга ""РСТИ"" Нина Креславская.",realty
"Посредническую деятельность риелторов могут урегулировать, приравняв её к бытовым услугам населению. Роспотребнадзор предлагает возложить на агентов ответственность за надёжность сделок.",realty
"Финский муниципалитет Виролахти продал здание бывшей школы выходцу из России, чтобы снизить расходы на содержание объекта.",realty
"Арбитражный суд Петербурга и Ленобласти рассматривает иск комитета по государственному контролю, использованию и охране памятников истории и культуры ( КГИОП ) к ООО ""ЛСР. Недвижимость — Северо-Запад"" (входит в ""Группу ЛСР""), стало известно ""ДП"".",realty
"Генеральный директор строительной компании ООО ""ЦКС"" Анатолий Гончаров, которого обвинили в мошенничестве, решил уйти на СВО, поделились в Объединённой пресс-службе судов города.",realty
В Москве на торги выставили здание Рижского вокзала. Информация об этом появилась в разделе по реализации и аренде недвижимости компании РЖД.,realty
"Доля сделок с недвижимостью без использования ипотеки в 2025 году выросла на 2 п.п., до 68%, и достигла максимума за последние 5 лет, следует из данных совместного исследования ВТБ и экосистемы недвижимости М2.",realty
"Бывшую молочную ферму ""Ударник"" в Ленинградской области выставили на торги за 114 млн рублей, следует из данных единого федерального реестра сведений о банкротстве.",realty
"За январь и февраль в Петербурге введены в эксплуатацию лишь два объекта жилого назначения. Это не сезонная аномалия — это симптом структурного сжатия рынка, заложенного ещё в 2022 году.",realty
"Предложение на рынке жилой недвижимости Петербурга будет сокращаться на фоне снижения ключевой ставки, а цены будут расти, сообщили опрошенные ""ДП"" эксперты.",realty
"2 марта Смольный принял изменения правил отмены документации по планировке территорий в Петербурге, сообщили в пресс-службе губернатора Александра Беглова.",realty
"В Петербурге среди объектов незаконной торговли выявили фотобудки и силомеры, рассказали в пресс-службе городского комитета по контролю за имуществом.",realty
"В России увеличилась доля граждан, которые планируют обеспечить своих детей жильём, рассказали РИА Недвижимости эксперты ""Выберу.ру"".",realty
"ПАО ""МТС"" закрыло сделку по приобретению административного здания на Малом проспекте, 54, корпус 4, литера В, стало известно ""ДП""",realty
Московский застройщик Level Group вышел на рынок Петербурга. Компания приобрела проект ФСК на Пискарёвке.,realty
"Объём предложения складов в Петербурге и Ленобласти к середине 2026 года может превысить 0,7 млн м2. Недавний дефицит складских площадей сменился их переизбытком, рекордным за последние 6 лет.",realty
"Московский застройщик Level Group вышел на рынок Петербурга. Как выяснил ""ДП"", компания приобрела проект ФСК на Пискарёвке (Калининский район).",realty
"За полтора года петербургский рынок недвижимости пережил волну сделок между застройщиками, какой не было со времён докризисного бума",realty
"Зимний сезон — 2025/26 продемонстрировал увеличение спроса россиян на акватермальные комплексы, отмечают эксперты рынка недвижимости и туроператоры. Здесь несколько причин. Основная — забота о здоровье как тренд. Популярность продукта растёт вслед за уровнем осведомлённости клиента. И самих термальных центров становится больше. ""ДП"" изучил, как это меняет правила игры в гостиничном бизнесе.",realty
"Для того чтобы купить однокомнатную квартиру в Петербурге, местным жителям требуется 109 средних зарплат, сообщают аналитики платформы ЦИАН.",realty
"Спикер петербургского парламента Александр Бельский рассказал, как проходит стройка храма у Пискарёвского кладбища, об этом он сообщил в своих аккаунтах в соцсетях.",realty
"ООО ""Корфу"" приобрело у компании ""Петрополь"" Марка Лернера 25% долей ООО ""Проспект"", застройщика четырёхзвёздочного отеля Artel 17/52 (прежнее название — GLER) на Васильевском острове. Сделка закрыта в конце января текущего года.",realty
"Трибуна ""ДП"" — новый специальный проект ""Делового Петербурга"", посвящённый пяти важнейшим событиям месяца для бизнес–сообщеста. Это ежемесячный топ–5 главных деловых новостей как регионального, так и федерального масштаба, которые комментируют в авторских колонках пять известных топ–менеджеров Петербурга. Он позволяет по–новому взглянуть на самые актуальные и значимые темы для предпринимателей, а также обратить внимание на проблемы, которые волнуют бизнес.",realty
"УК ""Бриз"" закрыла первую BTS–сделку в технопарке L618: там появится производство медоборудования.",realty
Рынок коммерческой недвижимости Петербурга столкнулся с двойным давлением: острейшим дефицитом качественных помещений и снижением покупательной способности бизнеса на фоне роста налоговой нагрузки.,realty
"Спрос на рынке высокобюджетной аренды Петербурга в январе 2026 года снизился на 39% относительно декабря прошлого года, заявили в агентстве Intermark Real Estate.",realty
Компания Google приобрела в Финляндии огромный участок под строительство центра обработки данных (ЦОДов).,realty
"Месяцы бесплатной аренды, игровые приставки и прочие бонусы предлагают в Финляндии арендаторам жилья из-за резкого снижения спроса.",realty
"Тестировать востребованность различных элементов инфраструктуры для животных в новостройках Петербурга девелоперы начали несколько лет назад. Лапомойки, специализированные площадки для выгула собак, поилки для питомцев — из отдельных решений постепенно выкристаллизовывается формула продуманной pet-friendly среды. И именно она, а не отдельные атрибуты, становится преимуществом ЖК.",realty
"Петербург в январе 2026 года вошёл в топ-5 российских городов-миллионников по доле объявлений со снижением стоимости долгосрочной аренды жилья, сообщили аналитики сервиса ""Яндекс Аренда"".",realty
"Финны хотят изъять квартиру бывшего депутата парламента Финляндии Ано Туртиайнена в Миккели, если тот не погасит задолженность по коммунальным платежам.",realty
"Большое тон-ателье киностудии ""Ленфильм"" в Петербурге передали Губернаторскому симфоническому оркестру, рассказал вице-губернатор города Борис Пиотровский.",realty
"Реставрация павильона ""Трёх граций"" завершилась в Павловске, рассказали представители музея-заповедника.",realty
"На Выборгском шоссе 25 февраля демонтируют нелегальную мотомастерскую у объекта культурного наследия — Шувловского кладбища, сообщили в пресс-службе городского комитета по контролю за имуществом.",realty
"Вакантность на рынке складской недвижимости в регионах России снизится с 5,2% до 4,5% до конца 2026 года, прогнозируют в NF GROUP.",realty
"В Петербурге за период снижения ключевой ставки средняя стоимость за м2 в сделках по договорам долевого участия (ДДУ) выросла на 12,7% до 315 тыс. рублей, подсчитали в сервисах ""Яндекс Недвижимость"" и ""Пульс продаж новостроек"".",realty
"Регистрацию по месту пребывания могут разрешить в 24 тыс. апартаментов Петербурга. Впрочем, многое будет зависеть от толкования инициативы.",realty
"Владельцы коммерческой недвижимости Петербурга пожаловались на Смольный в администрацию президента. Вряд ли это поможет, полагают эксперты.",realty
В Петербурге после решения Конституционного суда могут разрешить регистрацию по месту пребывания в 24 тыс. апартаментах города.,realty
"Группе компаний ""ТРЕСТ"" выдали разрешение на строительство бизнес-центра у завода ""Ригель"" на улице Профессора Попова, 38, сообщили в пресс-службе компании.",realty
