text,label
Вторая бронза Бугаева: россиянин стал третьим в гигантском слаломе на Паралимпиаде,sport
Ротенберг обвинил соседние страны в зависти — из-за недопуска России в хоккее,sport
"Рекорд на рынке коллекционеров: карточку бейсболиста продали за 5,2 млн долларов",sport
Победительница первенства России-2023 Черная переехала в Германию на ПМЖ,sport
Полный комплект: Ворончихина взяла серебро и собрала все медали Паралимпиады,sport
Готовьте костюмы: на «ЗСД Фонтанка Фесте» наградят самых ярких велосипедистов,sport
Дубль Плотникова и три передачи Голдобина принесли СКА четвертую победу подряд,sport
"Семейный конфликт, деньги или месть? Почему талантливые фигуристы вновь сбежали от Плющенко к Тутберидзе",sport
"Прыжок, кувырок — и победа: российский борец вырвал бой за 7 секунд до конца",sport
Осталось четыре дня. Продолжается регистрация на зимние парусные гонки «Владыка ветра»,sport
Иран снялся с чемпионата мира по футболу 2026 года,sport
Четвертое золото России на Паралимпиаде: Багиян победила в гонке на 10 км,sport
"«Нет команды, которую можно обыграть на голом мастерстве». Семак — о проблемах «Зенита»",sport
"«Катастрофы нет». Семак рассказал, почему «Зенит» — не «Барселона»",sport
Голубков принес России третье золото Паралимпиады-2026,sport
Новости компаний,sport
Иранская футболистка передумала просить убежища в Австралии после скандала с гимном. Часть иранской женской футбольной команды запросила убежище после турнира в Австралии,sport
«Семаку нужно сделать паузу»: агент Кузьмичев жестко оценил игру «Зенита». Причиной отстранения стала видеозапись с его неподобающим поведением после матча,sport
От Владивостока до Калининграда: ждем на «ЗСД Фонтанка Фесте» участников из 49 регионов страны. После финиша россиянка посвятила победу всей стране,sport
Гимн России вновь прозвучал на церемонии награждения Паралимпийских игр. Речь идет об Андрее Фисенко,sport
По заливу и по озеру. Появились первые претенденты на победу в зимних парусных гонках «Владыка ветра»,sport
Сын Семака провёл дебютный боксёрский бой «в свободное от поэзии время»,sport
Хоккейного судью пожизненно отстранили после скандального видео,sport
На Паралимпиаде снова прозвучит гимн России: Багиян выиграла золото в лыжном спринте,sport
«Спасите наших девушек»: пять футболисток сборной Ирана сбежали с Кубка Азии и получили визы в Австралии,sport
Слоты на заезд «Засвети ЗСД» закончились — их разобрали за 9 дней,sport
«Пошли вы все»: у теннисистки Мирры Андреевой сдали нервы после вылета с турнира в США,sport
Петр Гуменник победил в финале Гран-при России по фигурному катанию,sport
Гимн России впервые за 12 лет прозвучал на Паралимпиаде,sport
Россия начала побеждать: Ворончихина взяла золото Паралимпиады-2026,sport
«На попе или не на попе — едем дальше». Миронова и Устенко выиграли бронзу финала Гран-при,sport
«Это один из самых успешных сезонов». Бойкова и Козловский взяли финал Гран-при,sport
"Матч, который может стоить титула: «Зенит» уступил «Оренбургу» после двух незабитых пенальти",sport
Драма с пенальти: «Зенит» проиграл «Оренбургу» в матче РПЛ,sport
Исторический рубеж: капитан СКА Плотников сыграл тысячный матч в КХЛ,sport
Российских юниоров по гандболу допустили до международных соревнований,sport
Трёхкратный чемпион снова на пьедестале: Бугаев взял бронзу Паралимпиады,sport
Спортивный фестиваль «Все на лёд!» собрал на льду олимпийских чемпионов,sport
Собака сорвала гонку: завал лидеров произошёл на чемпионате России по лыжам,sport
Первая медаль России: Ворончихина взяла бронзу на Паралимпиаде-2026,sport
На Паралимпиаде впервые за 12 лет пронесли флаг России,sport
Семь стран бойкотируют открытие Паралимпиады из-за допуска россиян,sport
Арбитра матча «Алания» — «Химки» задержали за взятку в 2 миллиона рублей,sport
На «крыле» и не только. «Бегущий комментатор» Александр Кузьмин выяснил все о зимних парусных гонках «Владыка ветра»,sport
"На «ЗСД Фонтанка Фесте» теперь обязательно нужен шлем: объясняем, какой и зачем",sport
Молодежные сборные России по волейболу вернули на турниры Европы,sport
Гол Сапего в овертайме принес СКА победу над минским «Динамо»,sport
К 8 Марта «Зенит» выйдет на матч РПЛ в форме женского состава,sport
"Стало известно, сколько получит фигурист Петр Гуменник от Смольного за шестое место на Олимпиаде-2026",sport
«Все на лёд!» Олимпийские чемпионы примут участие в спортивном фестивале на «Катке у Флагштока»,sport
"Когда велосипед — это не транспорт, а приключение: что происходило на «ЗСД Фонтанка Фесте», кроме заездов",sport
Юные футболисты «Зенита» застряли в Катаре,sport
Атаки США и Израиля по Ирану — это другое? Почему на самом деле ввели санкции против российского спорта,sport
Кержаков перешёл в Смольный: экс-форвард «Зенита» получил должность у Беглова,sport
Поддержите «ЗСД Фонтанка Фест» на премии «Стальная рама» — проголосуйте за «Лучшее веломероприятие года»,sport
«Саша больше не будет хорошим мальчиком»: Соболев разбушевался после победного гола «Балтике»,sport
Новости компаний,sport
«Зенит» дожал «Балтику» и вышел в 1/2 финала Пути регионов. Минздрав расширил перечень видов спорта с обязательным присутствием врачей,sport
На турнирах по киберспорту и шашкам могут обязать дежурить медиков. Спешите приобрести слот на один из трех заездов 30 мая,sport
«Спорт — маяк надежды»: МОК напомнил о нейтралитете на фоне войны США и Израиля с Ираном. Она отсутствует в предварительном списке участников,sport
«В январе пришло 13 тысяч»: Кочанова — о сокращении выплат спортсменам. Регистрация откроется 2 марта в 12:00,sport
"Скользить на всех парусах. Объясняем, как принять участие в онлайн-гонках «Владыка ветра». Встреча состоится на «Газпром-Арене»",sport
Вместо старта — скальпель: как чемпионка России оказалась в больнице. Готов ли петербургский клуб снова стать чемпионом?,sport
Тренеру «Авангарда» Завьялову во время матча шайба раскроила лоб. Филиппов ее уронил,sport
Хет-трик Плотникова и «сухарь» Плешкова: СКА разорвал «Барыс». Она стартует 2 марта,sport
Пиксели раздора: Как победа «Зенита» запустила новые споры о судействе и китайских линиях. Реанимация прошла успешно,sport
«Просыпаюсь — часть лица не работает»: как футболист «Зенита» Бардачёв пережил паралич и вернулся в футбол. Легендарный биатлонист — о «низости» Олимпиады,sport
Открылась регистрация на «ЗСД Фонтанка Фест» — будьте первыми на старте!,sport
СКА снова оступился: 2:5 от «Локомотива» и падение в таблице,sport
"Юбилей Семака, VAR и спасительный удар на 87-й: как «Зенит» пережил «Балтику»",sport
Энрике спас «Зенит» в концовке: «Балтика» пала в Петербурге,sport
Аделия Петросян пропустит финал Гран-при России по фигурному катанию,sport
"На старт, внимание — до открытия регистрации на «ЗСД Фонтанка Фест» осталось 3 дня",sport
Сборная России сыграет с Мали 31 марта в Петербурге,sport
Детский спорт становится локомотивом развития районов Ленобласти,sport
Скандал в российском футболе: против судей возбуждены уголовные дела,sport
СКА провалил домашний матч с московским «Динамо» — 1:4,sport
"Метель, очереди и хоккей: болельщики СКА более 40 минут ждали входа в «Ледовый»",sport
"Долгожданный Дивеев, двойной Джон и скандальный Дуран: что изменилось в «Зените» перед гонкой за титул",sport
В Международной федерации хоккея ответили на заявления Ларионова о «фантастических» переговорах на Олимпиаде,sport
«Скоро вы все узнаете». Ларионов назвал «фантастическими» переговоры СКА в Милане,sport
Неймар одобрил переход Джона Джона в «Зенит»: «Это начало большого пути»,sport
Мексика обсудила с ФИФА меры безопасности на матчах ЧМ по футболу после масштабных беспорядков в стране,sport
"Плотников — 250, СКА — в плей-офф: армейцы с Невы обыграли ХК «Адмирал»",sport
Главного тренера волейбольного «Зенита» оштрафовали за мат,sport
«Зенит» против ужесточения лимита на легионеров: Семак предложил альтернативу,sport
Единственный медалист России на Олимпиаде-2026 сломал свою награду,sport
До открытия регистрации на «ЗСД Фонтанка Фест» — меньше недели!,sport
"Пулково показывает, как встречали Петра Гуменника. У Аделии Петросян потерялся багаж",sport
Среди них петербуржец. Хоккейных судей отстранили после скандального видео,sport
Футболист ударом мяча сбил летящую чайку. Другой игрок сделал птице массаж сердца,sport
"В СКА рассказали, чем занимался Ларионов во время финала хоккея на Олимпиаде",sport
«Это дискриминация по национальному признаку»: олимпийский чемпион Дмитрий Васильев подвел итоги Игр-2026,sport
«Семья важнее футбола». Дик Адвокат ушел из сборной Кюрасао,sport
Баскетбольный «Зенит» за неделю расстался со вторым американцем,sport
Норвегия стала победителем общего медального зачета зимней Олимпиады-2026,sport
Одна медаль на всю команду: как Россия провела Олимпиаду-2026,sport
Новости компаний,sport
США стали олимпийскими чемпионами по хоккею впервые после «Чуда на льду» 1980-го. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
"Бабенко — об отъезде Ларионова на финал Олимпиады: «Он смотрел матч, после игры созвонились». История новой звезды спорта берет начало в Новосибирске — здесь до сих пор живут родители его матери",sport
"Наш проект: От тренировки до спартакиады. Что делать, если вам нужно организовать спортивное мероприятие. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.",sport
"На Олимпиаде аннулировали результат российской лыжницы, надевшей чужие лыжи во время гонки. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.",sport
Российская лыжница Дарья Непряева надела чужие лыжи во время гонки на 50 км. Собрали самые интересные факты о пути Аделии Петросян на Олимпиаду-2026. Видео,sport
Аделия Петросян упала во время показательных выступлений на Олимпиаде,sport
Игорь Ларионов улетел смотреть финал Олимпиады и пропустит матч СКА — ЦСКА,sport
"«Из каждого утюга лилось, что он гений и чудо». Дед фигуриста Ильи Малинина назвал причины неудачного выступления внука на Олимпиаде",sport
Лыжница Линдси Вонн перенесла последнюю операцию после перелома ноги и стала «реально бионической»,sport
Наш проект: Мода на спорт. Как арендуют залы для соревнований в Петербурге,sport
Фестиваль «Фонтанка SUP» получил премию bema! за развитие внутреннего туризма,sport
«Ехали с надеждой на медали». Медведева — о выступлениях Гуменника и Петросян,sport
"Петросян пригласили на показательные выступления на Олимпиаде, а Гуменника нет. Объясняем почему",sport
Российскую фигуристку Аделию Петросян вызвали на допинг-контроль после Олимпиады в Италии,sport
"Падение, слёзы, стыд и деградация: как Аделия Петросян (да и вся женская фигурка) провалилась на Олимпиаде-2026",sport
Россия без медалей в женском одиночном впервые с 2010 года. Петросян — лишь шестая в Милане,sport
Аделия Петросян упала с четверного прыжка в произвольной программе на Олимпиаде,sport
«Кто там не верил в меня?» Филиппов — о своей серебряной олимпийской медали,sport
Парень с вулкана: как Никита Филиппов принёс России первое серебро Олимпиады,sport
Первая медаль России на Играх! Филиппов — серебряный призёр Олимпиады,sport
"«Исторически проблематично». Президент Германии хочет увидеть в своей стране Олимпиаду, но не в 2036 году",sport
"Спаслись за 15 секунд, но уступили: СКА проиграл «Северстали» по буллитам",sport
Фиктивные сотрудники и миллионный ущерб: Федерация хоккея Ленобласти попала под подозрение,sport
Фигуриста Петра Гуменника не пригласили на показательные выступления на Олимпиаде,sport
"«ЗСД Фонтанка Фест» готов побить рекорды: 20 тысяч участников, 20 км трассы — три масштабных заезда",sport
Новый герой Олимпиады-2026: собака выбежала на трассу и финишировала вместе с лыжницами,sport
Шансы на медаль есть: Петросян дебютировала на Олимпиаде с чистым прокатом и вышла в сильнейшую разминку,sport
"«Мне нужна помощь»: норвежец Макграт объяснил, зачем ушел в лес и лег в сугроб после драматичного схода на Олимпиаде",sport
Россия возвращается на Паралимпиаду: шесть спортсменов поедут в Италию с флагом и гимном,sport
В Петербурге отметят Восточный Новый год турниром по го и Кубком Генконсульства КНР,sport
Нужна ли дорогая экипировка для занятий в футбольной школе — объясняет тренер,sport
Фаворитка Олимпиады. Что известно о российской фигуристке Аделии Петросян,sport
Песнь льда и паруса. Зимние парусные гонки «Владыка ветра» стартуют в онлайне с 17 февраля,sport
Новичка «Зенита» шокировали цены на аренду жилья в Петербурге: «Как будто в Монако переезжаешь»,sport
"Секс, сувениры и перепродажа: почему на Олимпиадах все время не хватает презервативов",sport
"Петербуржец Володин стал бронзовым призёром Олимпиады, японцы побили рекорд Мишиной и Галлямова",sport
Зеленский ввел санкции против российских спортсменов,sport
СКА расправляет плечи: армейцы с Невы выиграли пятый матч подряд,sport
«Зенит» расстался с девятым номером драфта НБА,sport
«Мы двигаемся маленькими шажками к финалу Гран-при»: Бойкова и Козловский выиграли чемпионат Санкт-Петербурга,sport
Новости компаний,sport
"«Горел желанием выступить»: Семененко выиграл турнир в родном городе. Игры-2026 в разгаре — самое время проверить, насколько вы в теме",sport
«Наконец-то какая-то победа»: Муравьёва впервые стала чемпионом Петербурга. Болели до поздней ночи,sport
«Мы всегда соревнуемся сами с собой»: Миронова и Устенко победили в танцах на льду на чемпионате Петербурга. Этот вечер изменил историю фигурного катания,sport
"Без сильнейших российских лыжников Клебо вошел в историю Олимпиад, взяв девятое золото. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.",sport
Сможете пройти тест по зимним Олимпиадам на 10 из 10?. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
«Мы урыдались вчера»: Бойкова и Козловский — о финале Олимпиады. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
"«Легла поздно, но собралась»: Гущина — о прокате и планах на рекорд",sport
Миронова и Устенко захватили лидерство на чемпионате в Петербурге среди танцоров,sport
"«Петя, сияй!» Как в петербургском ИТМО переживали за сокурсника — фигуриста Петра Гуменника",sport
"Посол назвал число россиян, живущих на Бали",sport
Украинский фигурист обвинил Гуменника в своем провале на Олимпиаде,sport
"«Я знаю, что там уменьшили»: Гуменник высказался о судьях и шестом месте на Олимпиаде-2026",sport
"Упали все, кроме него и казахстанца с тренером из Петербурга. Гуменника опять засудили в самом безумном финале Олимпиады-2026",sport
Шесть позиций вверх: Гуменник прорвался в шестерку лучших на Олимпиаде-2026,sport
«Наш слон». Однокурсники Петра Гуменника поддержали фигуриста в стенах университета,sport
Пять четверных прыжков. Петр Гуменник откатал произвольную программу,sport
Олимпийская чемпионка Линдси Вонн перенесет еще две операции после тяжелого падения на Играх в Италии,sport
Наш проект: Тренер назвал одно из самых уютных мест для занятия спортом,sport
Флаг России на Олимпиаде: МОК не стал наказывать итальянца за необычный шлем,sport
"Прилетел поддержать сборную — оказался в тюрьме: на Олимпиаде арестовали словацкого фаната, которого искали 16 лет",sport
Российские гребцы возвращаются в экипажи: World Rowing смягчила ограничения,sport
Безопасность Олимпиады под угрозой: у организаторов Игр-2026 закончились бесплатные презервативы,sport
В Петербурге появятся умные спортивные площадки,sport
Четвертое поражение подряд: «Северсталь» добила «Драконов» в Петербурге,sport
СКА разнёс «Барыс» в Астане: 5:0 и четвёртая победа подряд,sport
«Позиция не изменилась»: УЕФА ответил на разговоры о допуске России,sport
Дегтярев пояснил свои слова о запрете въезда в РФ для сменивших гражданство российских спортсменов,sport
Медведа из сборной Финляндии за пьянство лишили Олимпиады,sport
МОК пошёл до конца: украинский спортсмен лишился Олимпиады из-за шлема,sport
Тренер назвал идеальный вид спорта для игроков в возрасте,sport
Гуменника засудили на Олимпиаде? Смотрим протоколы — и удивляемся вместе с почетным вице-президентом ISU Александром Лакерником,sport
«Мы не хотим публичной порки»: что ответил МОК на скандал со шлемом украинского скелетониста,sport
"Экс-девушка норвежского биатлониста ответила, простит ли его за измену после публичного признания на Олимпиаде",sport
«Запретить въезд и лишить всего»: Дегтярев жестко высказался о сменивших гражданство спортсменах,sport
Наш проект: Азарт первого гола. Где учат будущих футболистов,sport
Сломал шею на Олимпиаде: австралийский сноубордист выбыл после жесткого падения,sport
Второй тест за три дня: Гуменника продолжают мучить допинг-контролем на Олимпиаде,sport
"Без рейтинга, с новой музыкой и почти без шансов на медали: как Гуменник стартовал на Олимпиаде",sport
С фотографией погибших родителей: трогательный олимпийский дебют Максима Наумова,sport
Очередной шаг назад: «Шанхайские Драконы» уступили «Локомотиву» 0:2,sport
Новости компаний,sport
СКА устроил разнос в Нижнекамске: пять шайб подряд и победа над «Нефтехимиком». На поле были самарские «Крылья Советов» и челнинский «КАМАЗ»,sport
«Мне нечего терять»: норвежский биатлонист признался в измене сразу после олимпийской медали. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
Шесть Олимпиад — шесть медалей: Фонтана переписала историю Игр. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
Не наш день: все российские спортсмены вылетели в квалификациях на Олимпиаде-2026. Соревнования пройдут с 6 по 22 февраля,sport
«Я попыталась. Я мечтала. Я прыгнула». Линдси Вонн впервые прокомментировала страшную травму на Олимпиаде-2026. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
Горнолыжница Линдси Вонн перенесла уже две операции после перелома ноги на Олимпиаде-2026. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
Умер бывший хоккеист СКА и московского «Динамо» Артем Федоров,sport
Игру остановили и отменили: российские футболисты устроили массовую драку в Турции,sport
"Что делать, если вам нужно арендовать спортивный зал",sport
«Агент JD прибыл». Джон Дуран — в «Зените»,sport
"«Это серпентарий»: Ирина Слуцкая — о врагах, проблемах с весом, Гуменнике с Петросян и о том, зачем она пошла в депутаты",sport
"Француз срезал трассу, но протест отклонили: Коростелёв остался четвертым",sport
Полторы секунды до медали: россиянин Коростелёв — четвертый в олимпийском скиатлоне,sport
Вышла с порванными «крестами»: страшное падение легенды горных лыж Линдси Вонн на Олимпиаде-2026,sport
Раздолбайство или русофобия? Как петербургский фигурист Гуменник чуть не остался без программы на Олимпиаде,sport
Петербургский фигурист Гуменник изменил музыку к короткой программе на Олимпиаде,sport
В МОК заговорили о возвращении России в мировой спорт,sport
Сотрудник Водоканала завоевал семь золотых медалей на чемпионате Европы по зимнему плаванию,sport
Петербургскому фигуристу Гуменнику не одобрили музыку на Олимпиаде,sport
"Что делать, если ребенок не хочет заниматься спортом",sport
"Музыка, мода и спорт: как Италия открыла Олимпиаду-2026",sport
«Краснодар» разгромил «Зенит» на Зимнем кубке РПЛ,sport
"Саудовские миллионы, игра с Роналду и нервные срывы: кто такой Джон Дуран, приехавший спасать «Зенит»",sport
"Яркое шествие атлетов, выступление мировых звезд и зажжение олимпийского огня: в Италии стартовали Олимпийские игры — 2026",sport
«Зенит» закрывает сделку по форварду: Джон Дуран готовится к борьбе за чемпионство,sport
"Олимпиада без России, но с русскими: в Милане выступят 48 «наших» спортсменов под чужими флагами",sport
Шесть медалей Ипатовой: гимнастка стала главной звездой чемпионата Петербурга,sport
Голдобин разогнал атаку: СКА победил «Северсталь» в Череповце,sport
От футбола до гимнастики. Где найти спортивный зал для профессионалов и любителей,sport
Флаг и гимн возвращаются: российские пловцы снова выступят без ограничений на юниорских соревнованиях,sport
Олимпийская чемпионка по боксу Иман Хелиф заявила о готовности пройти генетический тест,sport
«Зенит» отдал Страхиню Эраковича в аренду,sport
«Шанхайские драконы» устроили тренировку на льду Фонтанки,sport
Российский теннис потерял легенду — не стало Владимира Камельзона,sport
Гендиректор Церковный может покинуть баскетбольный «Зенит»,sport
«Мы уснули»: Митч Лав — о поражении «Шанхайских Драконов» от «Авангарда»,sport
"Как понять, в какой вид спорта отдавать ребенка — мнение тренера",sport
Шахматист из Бурятии обыграл Карлсена,sport
Конец черной полосе: СКА обыграл «Динамо» и прервал рекордную серию поражений,sport
Золото для Петербурга: Лев Гонов выиграл финал преследования на ЧЕ,sport
Новости компаний,sport
"Ирина Слуцкая вышла на «Каток у Флагштока» и провела открытый мастер-класс. Рассказываем, что известно о 23-летнем спортсмене из Санкт-Петербурга",sport
На Олимпиаде-2026 можно говорить на русском. Официально. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
"Трасса «ЗСД Фонтанка Феста» в этом году стала длиннее — маршрут увеличили до 20 км. Рассказываем, где и когда смотреть игры",sport
В Кремле отреагировали на слова главы ФИФА о России. Азарт после первого в жизни футбольного гола. Грациозность юных гимнасток. Крутые подачи опытных волейболистов. Что их объединяет? Дом спорта СК «Алмаз — Антей» для игровых и художественных видов спорта.,sport
Без флагов и символики: правила для россиян на Олимпиаде-2026,sport
Совет ФИФА не планирует голосовать по вопросу допуска России к международным соревнованиям,sport
"Любитель тяжелой музыки, студент-отличник и новое лицо Олимпиады-2026. Путь Петра Гуменника в фигурном катании",sport
Президент ФИФА заговорил о возвращении России в международный футбол,sport
